name,business_type,state_registered,street_registered,city_registered,zip5_registered,state_physical,street_physical,city_physical,zip5_physical,filing_number,public,registered_zip_state_validation,physical_zip_state_validation
"""CCP-FESTUS PROPERTIES, LLC.""",LLC,MO,455 MAPLE ST PO BOX 740,HILLSBORO,63050,,,,,LC0747492,,valid,missing
"""CEASE FIRE"" NATIONAL",CORPORATION,PA,,,,PA,6721 SOUDER ST,PHILADELPHIA,,2100670,,missing,missing
"""CECILIA MOLINI LANGUAGE SERVICES""",CORPORATION,IN,2110 BLOYD AVE,INDIANAPOLIS,46218,IN,2110 BLOYD AVE,INDIANAPOLIS,46218,2003021000497,N,valid,valid
"""CENTURY 21 FRONTIER REALTY""",CORPORATION,PA,,,,PA,2948 WASHINGTON RD,MCMURRAY,,904154,,missing,missing
"""CGI BILTMORE FUND I LP""",PARTNERSHIP,FL,"9300 S DADELAND BLVD, STE 600",MIAMI,33156,FL,801 BRICKELL AVE,MIAMI,33131,B19000000167,N,valid,valid
"""CHANGES"" COUNSELING AND MEDIATION LLC",LLC,MO,1213 N W 5TH ST TER,BLUE SPRINGS,64014,,,,,LC0609583,,valid,missing
"""CHANGES"" COUNSELING SERVICES LLC",LLC,FL,3705 SW 7TH AVE RD,OCALA,34471,FL,3705 SW 7TH AVE RD,OCALA,34471,L17000215640,N,valid,valid
"""CHAPMAN'S""",CORPORATION,IN,300 S STATE RD 446,BLOOMINGTON,47401,IN,4506 E THIRD ST,BLOOMINGTON,47401,1990100766,N,valid,valid
"""CHAZCODY"" ""INC""",CORPORATION,FL,7447 VISCAYA CIR,MARGATE,33063,FL,7447 VISCAYA CIR,MARGATE,33063,P20000068674,N,valid,valid
"""CHEERS"" BUTLER SERVICES, LLC",LLC,CT,,,,CT,113 KNICKERBOCKER AVE 2 2,STAMFORD,06907,713419,N,missing,valid
"""CHEFWERKS, LLC""",LLC,MT,,,59635,,,,,C250824,N,valid,missing
"""CHEV'S WATER DANS"", INC.",CORPORATION,OH,,,,OH,,CLEVELAND HEIGHTS,,1716115,N,missing,missing
"""CHIC"" YOUNG CHAPTER NO. 102, DISABLED AMERICAN VETERANS INC.",NONPROFIT,OH,,,,OH,,NORWOOD,,276039,N,missing,missing
"""CHICK-INNS""INC.",CORPORATION,OH,,,,OH,,DAYTON,,355021,N,missing,missing
"""CHIEF"" CUPCAKES LLC",LLC,FL,1225 SPRINGHEALTH CT,SAINT AUGUSTINE,32092,FL,1225 SPRINGHEALTH CT,SAINT AUGUSTINE,32092,L18000222529,N,valid,valid
"""CHIEF"" IN LIVING COLOR PAINTING ""LLC""",LLC,FL,410 INKWOOD LN,TALLAHASSEE,32310,FL,410 INKWOOD LN,TALLAHASSEE,32310,L18000192564,N,valid,valid
"""CHIEF"" INSECT CONTROL INC.",CORPORATION,OH,,,,OH,,NORTH CANTON,,1293550,N,missing,missing
"""CHILD RESCUE""",NONPROFIT,CO,1333 S QUAIL RUN RD,WATKINS,80137,CO,1333 S QUAIL RUN RD,WATKINS,80137,20021325214,N,valid,valid
"""CHILDREN CREATIVE VISION"" CHILD CARE MINISTRY, INC.",NONPROFIT,IN,1327 TANEY ST,GARY,46404,IN,4001 DEODAR ST,EAST CHICAGO,46312,2004080400027,N,valid,valid
"""CHILDREN OF THE KINGDOM""",NONPROFIT,OH,,,,OH,,DAYTON,,979039,N,missing,missing
"""CHOCOLATE DELIGHTS CANDIES""",DBA,OH,,,,,,CANAL WINCHESTER,,4405406,N,missing,missing
"""CHOICE CUTS""",SOLE PROPRIETORSHIP,WV,,,,,,,,,,missing,missing
"""CHOICE NOT CHANCE"" DETERMINE OUR DESTINY, INC.",NONPROFIT,NY,83 CRES AVE,STATEN ISLAND,10301,,,,,2661932,N,valid,missing
"""CHOOSE LIFE WELLNESS CENTER"", LLC",LLC,FL,2560 E HWY 50,CLERMONT,34711,FL,2560 SR 50 UNIT 106,CLERMONT,34711,L11000060116,N,valid,valid
"""CHOPS"" HAIR SALON LLC",LLC,NY,210 BALLOU RD,PORTER CORNERS,12859,,,,,5724535,N,valid,missing
"""CHRIST COMMUNITY CHURCH OF THE CHRISTIAN AND MISSIONARY ALLIANCE, INC.""",NONPROFIT,FL,4050 COLONIAL BLVD,FORT MYERS,33966,FL,4050 COLONIAL BLVD,FORT MYERS,33966,706544,N,valid,valid
"""CHRISTIAN COMMUNITY SERVICE, INC.""",NONPROFIT,CO,806 SILVER ST,LAKE CITY,81235,CO,429 GUNNISON AVE,LAKE CITY,81235,20011213891,N,valid,valid
"""CHURCH OF OUR LADY OF PERPETUAL HELP"", WASHINGTON, CONNECTICUT.",CORPORATION,CT,,,,,,,,64853,N,missing,missing
"""CIELO"" RESTAURANT/LOUNGE LLC",LLC,FL,176 SW FERNLEAF TRL,PORT SAINT LUCIE,34953,FL,8763 SOUTH FEDERAL HWY,PORT SAINT LUCIE,34952,L21000046710,N,valid,valid
"""CIRCLE OF HOPE"" COALITION",CORPORATION,WA,8836 W GAGE BLVD STE 204A,KENNEWICK,99336,WA,8832 W KLAMATH,KENNEWICK,99336,602407410,N,valid,valid
"""CIRCLE OF LIFE COACHING & CONSULTING"",LLC",LLC,FL,2315 CABORN ST,ORLANDO,32839,FL,2315 CABORN ST,ORLANDO,32839,L17000067924,N,valid,valid
"""CISZEK LLC""",LLC,CT,,,,CT,53 BEL AIRE DR,PLAINVILLE,06062,1051941,N,missing,valid
"""CITY BLOCK INC."" LTD",CORPORATION,OH,,,,,,LAKEWOOD,,LL4801,N,missing,missing
"""CITY ELECTRIC COMPANY""",CORPORATION,PA,,,,PA,714 FRANCIS AVE,CONNELLSVILLE,,880867,,missing,missing
"""CITY GATE CHURCH-HILLSBORO""",NONPROFIT,OR,,,,OR,CITY GATE CHURCH-HILLSBORO 765 NE DARNIELLE DR,HILLSBORO,97124,3912615,N,missing,valid
"""CLARION COUNTY PRISON MINISTRY, INC.""",NONPROFIT,PA,,,,,,,,884898,,missing,missing
"""CLARK'S M & M CAFE""",CORPORATION,IN,5645 N 450 E,LEESBURG,46538,IN,2407 N RAINBOW DR,WARSAW,46580,194152-032,N,valid,valid
"""CLASS A"" TRANSPORT, INC.",CORPORATION,NY,70 S BAYLES AVE,PORT WASHINGTON,11050,NY,70 SOUTH BAYLES AVE,PORT WASHINGTON,11050,2894816,N,valid,valid
"""CLASS ACTS""",CORPORATION,PA,412 SPRINGWOOD DR,VERONA,,,412 SPRINGWOOD DR,VERONA,,7292825,,missing,missing
"""CLASSIC COOKIE.COM"", INC.",CORPORATION,FL,29 SAINT THOMAS CT,MIRAMAR BEACH,32550,TN,1830 JACK DELOZIER DR,SEVIERVILLE,37876,P00000013925,N,valid,valid
"""CLASSIC TOOL, INC.""",CORPORATION,OH,,,,OH,,TWINSBURG,,823098,N,missing,missing
"""CLEAN 4 SURE"" LLC",LLC,FL,1638 WACKER AVE SE,PALM BAY,32909,FL,1638 WACKER AVE SE,PALM BAY,32909,L20000366441,N,valid,valid
"""CLEAN CUT LAWN CARE LLC""",LLC,IN,515 W HIGHLAND AVE,MARION,46952,IN,515 W HIGHLAND AVE,MARION,46952,202003041378334,N,valid,valid
"""CLEANING BY ANGEL"", ""LLC""",LLC,FL,4006 78TH DR EAST,SARASOTA,34243,FL,4006 78TH DR EAST,SARASOTA,34243,L20000054675,N,valid,valid
"""CLEANING DIVA"" LLC",CORPORATION,OH,,,,,,NEW PHILADELPHIA,,2231969,N,missing,missing
"""CLEARVIEW CAPITAL, INC.""",CORPORATION,FL,6522 GUNN HWY,TAMPA,33625,FL,6522 GUNN HWY,TAMPA,33625,P17000035207,N,valid,valid
"""CLEARVUE BOX""",CORPORATION,IN,237 W HARVEST LN,CRAWFORDSVILLE,47933,IN,10099 S US HWY 231,LADOGA,47954,1991110505,N,valid,valid
"""CLEV"" LIVE WIRE CORP",CORPORATION,OH,,,,OH,,BEDFORD HEIGHTS,,4004663,N,missing,missing
"""CLIFTON CHATTER""",DBA,OH,,,,,,CANAL FULTON,,2102754,N,missing,missing
"""CLINT'S LLC.""",LLC,CO,130 SKI HL RD STE 240,BRECKENRIDGE,80424,CO,131 S MAIN ST,BRECKENRIDGE,80424,20011133111,N,valid,valid
"""CLINTON MINI MART""",CORPORATION,IN,453 S MAIN ST,CLINTON,47842,IN,1555 FT HARRISION RD,TERREHAUTE,47804,2011042500646,N,valid,valid
"""COASTAL COMPLETE REMODELING"",""LLC""",LLC,FL,21131 S LAKEVIEW DR,PANAMA CITY BEACH,32413,FL,21131 S LAKEVIEW DR,PANAMA CITY BEACH,32413,L18000228117,N,valid,valid
"""CODE:SMILE""",NONPROFIT,MO,120 S CENTRAL AVE STE 700,SAINT LOUIS,63105,,,,,N00999980,,valid,missing
"""COLLEY SHROYER & ABRAHAM CO., LPA.""",CORPORATION,OH,,,,OH,,COLUMBUS,,566654,N,missing,missing
"""COLLINHOOD""",DBA,OH,,,,,,WHITEHOUSE,,1700698,N,missing,missing
"""COLOR ME TAN""",CORPORATION,PA,2159 WHITE ST STE 17,YORK,,PA,DELCO PLZ 1201 DELCO PLZ,YORK,,877312,,missing,missing
"""COLORADO PROPERTIES""",CORPORATION,CO,PO BOX 271684,LITTLETON,80127,CO,6448 S ALKIRE ST,LITTLETON,80127,20061277288,N,valid,valid
"""COME AS YOU ARE"" MISSIONARY BAPTIST CHURCH, INC.",NONPROFIT,IN,7910 S ANTHONY BLVD,FORT WAYNE,46816,IN,7910 S ANTHONY BLVD,FORT WAYNE,46816,1991040529,N,valid,valid
"""COMMUNITY STORAGE AND PROPERTIES, LTD.""",CORPORATION,OH,,,,,,MARBLEHEAD,,1186302,N,missing,missing
"""COMPOSITIONS FOR A DREAM"", LLC",CORPORATION,OH,,,,,,GARFIELD HEIGHTS,,1603678,N,missing,missing
"""COMPX VENTURES, INC",CORPORATION,FL,17888 67TH CT NORTH,LOXAHATCHEE,33470,FL,411 WALNUT ST UNIT PMB 15807,GREEN COVE SPRINGS,32043,P20000018435,N,valid,valid
"""CONFIDENTIAL"" LLC",LLC,FL,6310 N NEBRASKA AVE,TAMPA,33604,FL,6310 N NEBRASKA AVE,TAMPA,33604,L14000131450,N,valid,valid
"""CONFIRMATUS LLC.""",LLC,FL,10239 ADDISON WY,SEMINOLE,33772,FL,10239 ADDISON WY,SEMINOLE,33772,L19000251303,N,valid,valid
"""CONNERSVILLE JAYCEES"" OF CONNERSVILLE INDIANA, INC.",NONPROFIT,IN,722 GRAND AVE,CONNERSVILLE,47331,IN,722 N GRAND,CONNERSVILLE,47331,197112-283,N,valid,valid
"""CONSTELLATION ENERGY CONTROL AND DISPATCH, LLC""",LLC,,,,,,,DAYTON,,1481277,N,missing,missing
"""CONSTELLATION ENERGY CONTROL AND DISPATCH, LLC""",LLC,MO,12747 OLIVE BLVD #300,SAINT LOUIS,63141,,,,,FL0055046,,valid,missing
"""COOKEAZE"" CORP",CORPORATION,NY,1887 MAIN ST STORE #4,MOHEGAN LAKE,10547,,,,,4648420,N,valid,missing
"""COOL BUS FLEET"" LLC.",CORPORATION,OH,,,,,,MAPLE HEIGHTS,,2257578,N,missing,missing
"""COOPER'S STEEL FABRICATORS, INC.""",CORPORATION,ND,,,,,,,,0000127519,,missing,missing
"""CORE PILATES, LLC""",CORPORATION,OH,,,,,,PIKETON,,1628413,N,missing,missing
"""CORPORACION ESCO LLC.""",LLC,FL,3411 SW 24 TER,MIAMI,33145,FL,3411 SW 24 TER #2,MIAMI,33145,L18000278923,N,valid,valid
"""CORPORATE ANOINTING"" MINISTRIES",NONPROFIT,OH,,,,OH,,FREMONT,,1142881,N,missing,missing
"""COUNTRY"" CLUB, INC.",NONPROFIT,NY,PO BOX 512,DOWNSVILLE,13755,,,,,2973351,N,valid,missing
"""COVER ME"" CHAIR COVERS AND DECOR",DBA,OH,,,,,,SUNBURY,,4294510,N,missing,missing
"""COVER ME"" CHAIR COVERS AND DECOR, LLC",CORPORATION,OH,,,,,,COLUMBUS,,4294528,N,missing,missing
"""COYOTE"" MEXICAN RESTAURANT LLC.",CORPORATION,OH,,,,,,MAPLE HEIGHTS,,1885043,N,missing,missing
"""COZY COFFEE CAFE SIESTA LLC""",LLC,FL,313 LOOKOUT PT DR,OSPREY,34229,FL,153 AVENIDA MESSINA,SARASOTA,34242,L09000106137,N,valid,valid
"""COZZOLINO AEROSPORTS II LLC",LLC,IN,"10425 COMMERCE DRIVE, STE 110",CARMEL,46032,IN,4444 DECATUR BLVD STE 600,INDIANAPOLIS,46241,2011091300468,N,valid,valid
"""CRANE CREEK INN"", LLC",LLC,FL,160 SKYLARK AVE,MERRITT ISLAND,32953,FL,160 SKYLARK AVE,MERRITT ISLAND,32953,L19000030342,N,valid,valid
"""CROWDING OUT: A NEW PATH TO HEALTH AND WELLNESS""",DBA,OH,,,,,,CLAYTON,,2190131,N,missing,missing
"""CROWDSTREET E-COMMERCE PROPERTY FUNDI, LLC- SERIES I, A SERIES OF CROWDSTREET E-COMMERCE PROPERTY FUNDI, LLC",LLC,DE,,,,OR,621 SW MORRISON ST STE 400,PORTLAND,97205,174338195,N,missing,valid
"""CRUISIN"" ON THE RIVERFRONT",DBA,OH,,,,,,CLEVELAND,,RN195573,N,missing,missing
"""CRUNCH TIME URBAN WEAR LLC""",LLC,FL,3635 NANTUCKET IS DR,PORT ORANGE,32129,FL,147 S NOVA RD,DAYTONA BEACH,32114,L20000148068,N,valid,valid
"""CUNE"" COMUNIDAD UNIDA NICARAGUENSE EN EL EXTRANJERO INC.",NONPROFIT,NY,"22-06 VALENTINE AVE, STE E7",BRONX,10457,,,,,1682191,N,valid,missing
"""CURE MOMMY'S BREAST CANCER""",NONPROFIT,NY,154 EAST ZORANNE DR,FARMINGDALE,11735,,,,,2530913,N,valid,missing
"""CURTIS ROTH FARMS, LLC""",LLC,MO,527 EAST MAIN ST,BOONVILLE,65233,,,,,LC0051077,,valid,missing
"""CUSTOM HOUSE"" GENERAL CONSTRUCTION",CORPORATION,PA,3401 OXFORD VLY RD,LEVITTOWN,,,"3401 OXFORD VLY ROAD, APT F4",LEVITTOWN,,3993092,,missing,missing
"""CUSTOM718"" LLC",LLC,NY,795 OCEAN AVE,BROOKLYN,11226,,,,,5315982,N,valid,missing
"""CUTZ AND STYLEZ CREATION"" ""LLC""",LLC,FL,3047 WESTYN CV LN,OCOEE,34761,FL,903 PLYMOUTH AVE,ORLANDO,32805,L21000054906,N,valid,valid
"""D"" AMAZING BEAUTY ""LLC""",LLC,FL,3215 SW 52ND AVE,HOLLYWOOD,33023,FL,3215 SW 52ND AVE 89,HOLLYWOOD,33023,L20000122051,N,valid,valid
"""D"" AND ""J"" HOME INSPECTIONS",CORPORATION,PA,,,,PA,37 MAIN,SAINT BEACH HAVEN,,2745679,,missing,missing
"""D"" ARTS INTERNATIONALE, INC.",CORPORATION,OH,,,,OH,,EUCLID,,1171966,N,missing,missing
"""D"" BEST INC.",CORPORATION,NY,52 MAPLEWOOD BLVD,SUFFERN,10901,NY,52 MAPLEWOOD BLVD,SUFFERN,10901,1428075,N,valid,valid
"""D"" COMPANY BUFFALO CITY GUARD",NONPROFIT,NY,8130 CENTRE LN,EAST AMHERST,14051,,,,,5376101,N,valid,missing
"""D"" CRACKED EGG LLC",LLC,MS,,,,,206 TROY ST,,,1184682,N,missing,missing
"""D"" DISTRIBUTORS, INC.",CORPORATION,PA,128 22ND AVE,ALTOONA,16601,,128 22ND AVE,ALTOONA,,2735299,,valid,missing
"""D"" ELECTRICIAN TECHNICAL SERVICES INC.",CORPORATION,FL,4064 NE 8TH AVE,OAKLAND PARK,33334,FL,4064 NE 8TH AVE,OAKLAND PARK,33334,P01000078627,N,valid,valid
"""D"" ELEGANT UNISEX CORP",CORPORATION,FL,3321 NW 17 AVE,MIAMI,33142,FL,3321 NW 17 AVE,MIAMI,33142,P15000071684,N,valid,valid
"""D"" ICE COMPANY INC.",CORPORATION,NY,915 KNICKERBOCKER AVE,BROOKLYN,11227,NY,915 KNICKERBOCKER AVE,BROOKLYN,11227,1655636,N,valid,valid
"""D"" MAINTENANCE MAN LLC.",LLC,FL,5575 S SEMORAN BLVD,ORLANDO,32822,FL,2056 HEMINGWAY AVE,HAINES CITY,33844,L18000205687,N,valid,valid
"""D"" ORIGINAL A&A RESTAURANT LLC",LLC,NY,120-09 LIBERTY AVE,QUEENS,11419,,,,,3325418,N,valid,missing
"""D"" PURCHASE AND SALE, INC.",CORPORATION,FL,16441 NW 24TH ST,PEMBROKE PINES,33028,FL,16441 NW 24TH ST,PEMBROKE PINES,33028,P00000012602,N,valid,valid
"""D"" STREET TOWNHOMES OWNERS' ASSOCIATION, INC.",NONPROFIT,FL,25 WEST GOVERNMENT ST,PENSACOLA,32502,FL,2101 BARRANCAS AVE,PENSACOLA,32502,N06000010266,N,valid,valid
"""D"" TAILS CATERING",CORPORATION,PA,309 PHILLIPS DR,PITTSBURGH,,,309 PHILLIPS DR,PITTSBURGH,,3991604,,missing,missing
"""D"" TILE AND FLOORING, LLC",LLC,WA,15624 20TH AVE SW,BURIEN,98166,WA,15624 20TH AVE SW,BURIEN,98166,604282303,N,valid,valid
"""D"" YARD (INTERNATIONAL) INC.",NONPROFIT,NY,"50 EAST 19 STREET, E1",BROOKLYN,11226,,,,,3578773,N,valid,missing
"""D'MORFFI FAMILY SERVICES, LLC""",LLC,FL,12777 WEST FRST HL BLVD,WELLINGTON,33414,FL,12777 WEST FRST HL BLVD STE 1501,WELLINGTON,33414,L18000239690,N,valid,valid
"""D-PATRICK FORD LINCOLN""",CORPORATION,IN,200 N GRN RVR RD,EVANSVILLE,47716,IN,"200 N GRN RVR ROAD, PO BOX 5186",EVANSVILLE,47716,198207-764,N,valid,valid
"""D-PATRICK HYUNDAI""",CORPORATION,IN,200 N GRN RVR RD,EVANSVILLE,47716,IN,"200 N GRN RVR ROAD, PO BOX 5186",EVANSVILLE,47716,198207-764,N,valid,valid
"""DABS'' LLC",LLC,MO,8954 WHITSTONE CT,SAINT LOUIS,63136,,,,,LC1806261,,valid,missing
"""DADDY-O'S"" DISCOUNT STEREO, INC.",CORPORATION,FL,10343 ATLANTIC BLVD,JACKSONVILLE,32225,FL,10343 ATLANTIC BLVD,JACKSONVILLE,32225,P96000021413,N,valid,valid
"""DAM"" THAT'S GOOD CAKE! LLC",LLC,NY,81 JERSEY ST #5J,STATEN ISLAND,10301,,,,,5185615,N,valid,missing
"""DANCE 2 FIT"", LLC",LLC,FL,1149 CAMBOURNE DR,KISSIMMEE,34758,FL,1149 CAMBOURNE DR,KISSIMMEE,34758,L20000021835,N,valid,valid
"""DANCE PRODUCTIONS"" LLC.",LLC,CT,,,,CT,24 RED BLF RD,EAST HAVEN,06513,788711,N,missing,valid
"""DANGER BROTHERS MUSIC SO GOOD ITS DANGEROUS""",DBA,OH,,,,,,GRAFTON,,2306137,N,missing,missing
"""DAVE & MICHELLE ENTERPRISES, LTD.""",CORPORATION,OH,,,,,,COLUMBUS,,930882,N,missing,missing
"""DAVIDSON'S JEWELERS INC.""",CORPORATION,OH,,,,OH,,LEBANON,,252158,N,missing,missing
"""DAVIS AVIATION - AERIAL INFRARED""",DBA,OH,,,,,,EASTLAKE,,FN73359,N,missing,missing
"""DAVIS CONSUMER LAW FIRM-WORKING FOR THE PEOPLE""",CORPORATION,PA,14 MTN ASH LN,HORSHAM,,,14 MTN ASH LN,HORSHAM,,4232496,,missing,missing
"""DAWG GONE"" HOME REPAIR AND IMPROVEMENT",LLC,CO,920 S CASCADE AVE,COLORADO SPRINGS,80903,CO,920 S CASCADE AVE,COLORADO SPRINGS,80903,20131033378,N,valid,valid
"""DAWG'S-ON-WHEELS"" LLC",CORPORATION,OH,,,,,,CHARM,,1787545,N,missing,missing
"""DAYLIGHT"" SAVING MINISTRIES",NONPROFIT,CT,,,,,,,,805550,N,missing,missing
"""DE-WOO"" VENTURES, INC.",CORPORATION,WA,3982 BADGER POCKET RD,ELLENSBURG,98926,WA,3982 BADGER POCKET RD,ELLENSBURG,98926,603499955,N,valid,valid
"""DECKS ""R"" US"" LLC",LLC,MO,4368 NW 82ND ST,KANSAS CITY,64151,,,,,LC0655506,,valid,missing
"""DECORATE BY YOU"","" LLC""",LLC,FL,14779 EAGLES XING DR,ORLANDO,32837,FL,14779 EAGLES XING DR,ORLANDO,32837,L20000289947,N,valid,valid
"""DEE"" LICIOUS SEAFOOD LLC",LLC,FL,3003 NE 17TH TER,GAINESVILLE,32609,FL,3003 NE 17TH TER,GAINESVILLE,32609,L20000253865,N,valid,valid
"""DEEB ELDER LAW, P.A.""",CORPORATION,FL,"6675 13TH AVE N, #2C",SAINT PETERSBURG,33710,FL,6675 13TH AVE N STE 2C,SAINT PETERSBURG,33710,P94000042678,N,valid,valid
"""DEEP CLEAN ARMY"" RESIDENTIAL CLEANING SERVICE",CORPORATION,PA,209 WALNUT ST,LEBANON,,,209 WALNUT ST,LEBANON,,7279589,,missing,missing
"""DEIN"" PERSONAL STYLE, LLC",LLC,NY,"124 HUDSON ST, 6-A",NEW YORK,10013,,,,,3152405,N,valid,missing
"""DELICIOUS CURVES"" BOUTIQUE LLC.",LLC,AL,,,,,,,,639-285,N,missing,missing
"""DELTALUBE"" CORP",CORPORATION,NY,"1855 EAST 12TH ST, APT 7B",BROOKLYN,11229,NY,1860 EAST 12TH ST #C9,BROOKLYN,11229,3634498,N,valid,valid
"""DEMI"" STYLES & BOUTIQUE BY K LLC",LLC,MO,39 BLADES DR,MALDEN,63863,,,,,LC1770242,,valid,missing
"""DENA'S"" SCHOOL OF THE ARTS, LTD.",CORPORATION,NY,32-27 112TH ST,EAST ELMHURST,11369,,,,,1594178,N,valid,missing
"""DENTISTRY4YOU"" AESTHETIC DENTISTRY AND SPECIALTY CENTER, LLC",LLC,FL,15562 SW 15 TER,MIAMI,33194,FL,14012 SW 8TH ST,MIAMI,33184,L17000135079,N,valid,valid
"""DESODEVELOPMENT"" LLC",LLC,FL,2326 LIBERTY ST,HOLLYWOOD,33020,FL,2326 LIBERTY ST APT N,HOLLYWOOD,33020,L21000173107,N,valid,valid
"""DESTINY"" THE ONE BODY MOVEMENT, INC",NONPROFIT,NY,"C/O PATRICIA MARSHALL-WELLS 585 BLAKE AVE, STE 1B",BROOKLYN,11207,,,,,3563725,N,valid,missing
"""DETAILS HOME & PROPERTY MANAGEMENT, INC.""",CORPORATION,MT,,,59901,MT,1507 FIRST AVE W,KALISPELL,59901,D196760,N,valid,valid
"""DETAILS""",CORPORATION,PA,,,,PA,15 S 7TH ST,INDIANA,,916449,,missing,missing
"""DETAILS"" SALON",CORPORATION,PA,,,,PA,730 W GRAND AVE BOX 8,TOWER CITY,,2715248,,missing,missing
"""DEVGO, LLC""",LLC,FL,17001 ALICO COMMERCE CTR,FORT MYERS,33967,FL,17001 ALICO COMMERCE CTR #104,FORT MYERS,33967,L21000266226,N,valid,valid
"""DEX'S"" DUVAL CLEANING SERVICES, LLC",LLC,FL,4901 VERMONT RD,JACKSONVILLE,32209,FL,4901 VERMONT RD,JACKSONVILLE,32209,L20000164065,N,valid,valid
"""DGLOVE INC.""",NONPROFIT,FL,7317 PONDEROSA DR,TAMPA,33637,FL,7317 PONDEROSA DR,TAMPA,33637,N13000011231,N,valid,valid
"""DI-ELECTRIC COMPANY""",CORPORATION,OH,,,,OH,,NEW PHILADELPHIA,,312460,N,missing,missing
"""DIAL 4E"" COMMUNICATION SERVICES LLC",LLC,NY,7-05 119TH ST,COLLEGE POINT,11356,,,,,3717571,N,valid,missing
"""DIAZ"" SERVICES LLC",LLC,CO,1201 W THORNTON PKWY LOTE 146 THORNTON PKWY 146,THORNTON,80260,CO,1201 W THORNTON PKWY LOTE 146 THORNTON PKWY 146,THORNTON,80260,20201015479,N,valid,valid
"""DING"" DARLING WILDLIFE SOCIETY LAND, LLC",LLC,FL,1401 NE 11TH TER,CAPE CORAL,33909,FL,ONE WILDLIFE DR,SANIBEL,33957,L14000009045,N,valid,valid
"""DING"" DARLING WILDLIFE SOCIETY, INC.",NONPROFIT,FL,1401 NE 11TH TER,CAPE CORAL,33909,FL,C/O JOANN HINMAN 1 WILDLIFE DR,SANIBEL,33957,765313,N,valid,valid
"""DIRT CHEAP"" LAND RESOURCES,LLC",LLC,FL,3900 SOUTH RD,NORTH FORT MYERS,33917,FL,3900 SOUTH RD,NORTH FORT MYERS,33917,L15000116402,N,valid,valid
"""DIRT"" E DEEDS LLC",LLC,IN,3532 E 400 S,KOKOMO,46902,IN,3532 E 400 S,KOKOMO,46902,2014031200180,N,valid,valid
"""DISCIPLES WALKING FOR JESUS CHRIST OUTREACH MINISTRIES"" INC",NONPROFIT,GA,2210 MARTIN RD,AUGUSTA,30906,GA,2210 MARTIN RD,AUGUSTA,30906,18067853,N,valid,valid
"""DISTRICT ENERGY MIDWEST SUB LLC""",LLC,NY,28 LIBERTY ST,NEW YORK,10005,,,,,4399104,N,valid,missing
"""DIVA"" AT THE BEACH REAL ESTATE INC.",CORPORATION,NY,27 MAPLE LN,EAST HAMPTON,11937,NY,27 MAPLE LN,EAST HAMPTON,11937,3461039,N,valid,valid
"""DIVA""-LICIOUS DESSERTS, LLC",LLC,NY,4578 STONELEDGE LN,MANLIUS,13104,,,,,3523725,N,valid,missing
"""DIY LEGAL PREP""",LLC,IN,5901 E 38TH ST,INDIANAPOLIS,46218,IN,5901 E 38TH ST,INDIANAPOLIS,46218,2011071100179,N,valid,valid
"""DIZZY D'S"", INC.",CORPORATION,WA,501 N WESTERN AVE,WENATCHEE,98801,WA,501 N WESTERN AVE,WENATCHEE,98801,602709816,N,valid,valid
"""DO IT ALL"" TRUCKING LLC",CORPORATION,OH,,,,,,HAMILTON,,2384048,N,missing,missing
"""DO IT RIGHT"" LAWN &TREE SERVICES LLC",LLC,FL,5575 S SEMORAN BLVD,ORLANDO,32822,FL,845 ACAPULCO RD,JACKSONVILLE,32216,L21000087384,N,valid,valid
"""DO ME A FAVOR"" PARTY FAVORS & NOVELITIES LLC",LLC,NY,7014 13TH AVE STE 202,BROOKLYN,11228,,,,,4553320,N,valid,missing
"""DO ME A FAVOR, LLC""",LLC,CT,,,,CT,23 WEST PNE DR,DANBURY,06811,639565,N,missing,valid
"""DO NOT DESPAIR"",COMMUNITY OUTREACH SERVICES & MINISTRIES, INC.",NONPROFIT,FL,4703 JUANITA AVE,FORT PIERCE,34946,FL,4703 JUANITA AVE,FORT PIERCE,34946,N06000003694,N,valid,valid
"""DO UNTO OTHERS"" TRUST INC.",NONPROFIT,FL,2746 SW 11TH ST,MIAMI,33135,FL,2746 SW 11TH ST,MIAMI,33135,N94000004104,N,valid,valid
"""DO YOU HEAR THE CHILDREN SING?"" INC.",NONPROFIT,NY,1033 WAVERLY AVE,BELLPORT,11713,,,,,5679615,N,valid,missing
"""DO"" BOY RESIDENTIAL SERVICES, LLC",LLC,FL,11475 76TH AVE N,SEMINOLE,33776,FL,11475 76TH AVE N,SEMINOLE,33772,L08000077445,N,valid,valid
"""DOC"" DANCER, INC.",CORPORATION,IN,2309 S ANTHONY BLVD,FORT WAYNE,46803,IN,2309 S ANTHONY BLVD,FORT WAYNE,46803,194282-107,N,valid,valid
"""DOC"" FALLOT SCHOLARSHIP FUND, INC.",NONPROFIT,NY,97 MIDDLE LN,EAST HAMPTON,11937,,,,,2614592,N,valid,missing
"""DOGSTER'S"" SPAY & NEUTER PROGRAM",NONPROFIT,CO,10 TOWN PLZ #115,DURANGO,81301,CO,10 TOWN PLZ #115,DURANGO,81301,20041216067,N,valid,valid
"""DOLORES EXPORT & MARKETING INC.""",CORPORATION,FL,10631 N KENDALL DR,MIAMI,33176,FL,14 NE 1ST AVE #401,MIAMI,33132,P02000043778,N,valid,valid
